gene	B_cells_EA	B_cells_AA	CAFs_EA	CAFs_AA	Cancer_EA	Cancer_AA	Cycling_Myeloid_EA	Cycling_Myeloid_AA	Cycling_PVL_EA	Cycling_PVL_AA	Endothelial_EA	Endothelial_AA	IFN-resp.neutrophil_EA	IFN-resp.neutrophil_AA	IL.8.neutrophil_EA	IL.8.neutrophil_AA	Lum_Prog_EA	Lum_Prog_AA	Mature_Lum_EA	Mature_Lum_AA	Myeloid_DC_EA	Myeloid_DC_AA	Myeloid_Macrophage_EA	Myeloid_Macrophage_AA	Myeloid_Monocyte_EA	Myeloid_Monocyte_AA	Myoepithelial_EA	Myoepithelial_AA	PVL_EA	PVL_AA	Plasmablast_EA	Plasmablast_AA	T_cells_EA	T_cells_AA	T_cells_CD4_EA	T_cells_CD4_AA	T_cells_CD4_Tfh_EA	T_cells_CD4_Tfh_AA	T_cells_CD4_Tregs_EA	T_cells_CD4_Tregs_AA	T_cells_CD8_EA	T_cells_CD8_AA	T_cells_NK_EA	T_cells_NK_AA	T_cells_NKT_EA	T_cells_NKT_AA	calprotectin.neutrophil_EA	calprotectin.neutrophil_AA	degraulating.neutrophil_EA	degraulating.neutrophil_AA
CLEC2B	0.04	0.02	0.05	0.04	0.00	0.00	0.06	0.04	0.03	0.02	0.06	0.04	0.05	0.03	0.07	0.05	0.00	0.00	0.00	0.00	0.04	0.03	0.06	0.04	0.06	0.04	0.00	0.00	0.02	0.02	0.01	0.01	0.08	0.05	0.06	0.04	0.04	0.02	0.03	0.02	0.11	0.07	0.10	0.07	0.09	0.06	0.01	0.01	0.01	0.01
IL2RG	0.10	0.05	0.00	0.00	0.00	0.00	0.05	0.03	0.01	0.00	0.01	0.01	0.13	0.06	0.15	0.07	0.00	0.00	0.00	0.00	0.13	0.06	0.05	0.02	0.05	0.02	0.00	0.00	0.00	0.00	0.06	0.03	0.23	0.11	0.17	0.08	0.22	0.11	0.26	0.13	0.21	0.10	0.17	0.08	0.20	0.10	0.07	0.04	0.13	0.06
MCL1	0.05	0.02	0.09	0.03	0.06	0.02	0.10	0.03	0.08	0.03	0.09	0.03	0.07	0.03	0.08	0.03	0.09	0.03	0.11	0.04	0.13	0.04	0.12	0.04	0.15	0.05	0.09	0.03	0.08	0.03	0.06	0.02	0.10	0.03	0.12	0.04	0.10	0.03	0.09	0.03	0.11	0.04	0.14	0.05	0.09	0.03	0.07	0.02	0.05	0.02
EVI2A	0.01	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.05	0.04	0.09	0.08	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.04	0.03	0.03	0.02
CSF1	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00
ZFP36	0.15	0.18	0.19	0.23	0.14	0.16	0.17	0.20	0.12	0.14	0.24	0.28	0.09	0.11	0.12	0.14	0.24	0.28	0.26	0.30	0.23	0.26	0.22	0.25	0.24	0.28	0.32	0.37	0.22	0.26	0.11	0.13	0.20	0.23	0.24	0.28	0.16	0.18	0.18	0.21	0.25	0.29	0.25	0.29	0.19	0.22	0.10	0.11	0.06	0.06
PLAUR	0.00	0.00	0.03	0.03	0.02	0.01	0.11	0.09	0.04	0.03	0.01	0.01	0.15	0.12	0.20	0.16	0.05	0.04	0.01	0.01	0.07	0.06	0.12	0.10	0.17	0.14	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.09	0.07	0.06
NFKBIA	0.17	0.11	0.18	0.12	0.15	0.10	0.26	0.18	0.16	0.11	0.23	0.16	0.22	0.15	0.24	0.16	0.27	0.18	0.23	0.16	0.24	0.16	0.32	0.21	0.33	0.23	0.27	0.18	0.17	0.11	0.22	0.15	0.22	0.15	0.20	0.14	0.26	0.17	0.20	0.13	0.18	0.12	0.25	0.17	0.19	0.13	0.21	0.14	0.12	0.08
JAML	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.07	0.03	0.04	0.02	0.00	0.00	0.00	0.00	0.05	0.02	0.02	0.01	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.02	0.01	0.01	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.07	0.03	0.04	0.02
GSTK1	0.02	0.01	0.02	0.01	0.04	0.01	0.04	0.02	0.03	0.01	0.03	0.01	0.02	0.01	0.01	0.00	0.04	0.01	0.05	0.02	0.04	0.01	0.04	0.01	0.05	0.02	0.04	0.01	0.03	0.01	0.02	0.01	0.05	0.02	0.04	0.02	0.04	0.02	0.04	0.02	0.04	0.02	0.03	0.01	0.03	0.01	0.01	0.00	0.03	0.01
SARAF	0.12	0.10	0.07	0.06	0.08	0.07	0.09	0.08	0.07	0.06	0.07	0.06	0.08	0.07	0.11	0.09	0.10	0.08	0.13	0.11	0.10	0.09	0.10	0.08	0.11	0.09	0.10	0.08	0.07	0.06	0.06	0.05	0.15	0.13	0.18	0.15	0.17	0.14	0.16	0.14	0.17	0.14	0.13	0.11	0.11	0.09	0.06	0.05	0.08	0.07
SULF2	0.00	0.00	0.02	0.03	0.00	0.01	0.00	0.00	0.00	0.00	0.03	0.05	0.01	0.01	0.03	0.04	0.01	0.01	0.00	0.01	0.02	0.02	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
POLD4	0.06	0.03	0.03	0.02	0.03	0.02	0.05	0.03	0.03	0.01	0.02	0.01	0.02	0.01	0.04	0.02	0.02	0.01	0.03	0.01	0.04	0.02	0.05	0.03	0.05	0.03	0.01	0.01	0.03	0.01	0.03	0.01	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.03	0.02	0.02	0.01	0.02	0.01	0.02	0.01	0.04	0.02
IL4R	0.02	0.02	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01
SMAP2	0.05	0.03	0.00	0.00	0.01	0.00	0.03	0.02	0.02	0.01	0.01	0.00	0.06	0.04	0.07	0.05	0.00	0.00	0.01	0.01	0.03	0.02	0.04	0.03	0.05	0.04	0.00	0.00	0.01	0.01	0.01	0.01	0.03	0.02	0.03	0.02	0.04	0.03	0.05	0.03	0.02	0.02	0.03	0.02	0.02	0.01	0.07	0.05	0.02	0.01
PRF1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00	0.01	0.01	0.01	0.01	0.04	0.03	0.05	0.04	0.11	0.09	0.00	0.00	0.00	0.00
CHST11	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00
ADAMDEC1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GIMAP5	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
R3HDM4	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.03	0.02	0.01	0.01
CDKN1A	0.02	0.02	0.05	0.04	0.02	0.02	0.05	0.03	0.05	0.04	0.07	0.05	0.01	0.00	0.02	0.02	0.06	0.05	0.08	0.06	0.08	0.06	0.06	0.04	0.06	0.05	0.11	0.09	0.07	0.05	0.03	0.02	0.03	0.02	0.04	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.00	0.00	0.01	0.01
PSTPIP1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.04	0.02
DBNL	0.03	0.02	0.02	0.01	0.02	0.01	0.04	0.03	0.03	0.02	0.02	0.01	0.03	0.02	0.05	0.03	0.01	0.01	0.02	0.01	0.05	0.03	0.03	0.02	0.04	0.02	0.01	0.01	0.02	0.01	0.01	0.00	0.03	0.02	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.03	0.02	0.06	0.03
RASAL3	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.01	0.00
HERPUD1	0.10	0.06	0.06	0.04	0.05	0.03	0.08	0.05	0.05	0.03	0.06	0.04	0.03	0.02	0.02	0.02	0.06	0.04	0.08	0.05	0.12	0.08	0.10	0.06	0.09	0.06	0.07	0.05	0.05	0.03	0.16	0.10	0.06	0.04	0.05	0.03	0.06	0.04	0.08	0.05	0.07	0.04	0.06	0.04	0.05	0.03	0.03	0.02	0.03	0.02
WDR81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TNIP1	0.02	0.01	0.02	0.01	0.02	0.01	0.03	0.01	0.03	0.01	0.02	0.01	0.03	0.01	0.03	0.01	0.02	0.01	0.03	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.04	0.02	0.02	0.01	0.03	0.01	0.04	0.02	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01
GLMP	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01
CCL8	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PIK3CD	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.01
RNASET2	0.06	0.03	0.02	0.01	0.03	0.01	0.08	0.03	0.01	0.00	0.01	0.00	0.05	0.02	0.05	0.02	0.02	0.01	0.04	0.02	0.08	0.03	0.10	0.04	0.09	0.04	0.01	0.00	0.01	0.00	0.03	0.02	0.03	0.01	0.04	0.02	0.04	0.02	0.03	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.05	0.02	0.04	0.02
CSRP1	0.01	0.01	0.04	0.04	0.03	0.03	0.03	0.03	0.07	0.06	0.03	0.03	0.00	0.00	0.00	0.00	0.07	0.07	0.05	0.05	0.03	0.03	0.02	0.02	0.02	0.01	0.17	0.16	0.07	0.07	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.02	0.02
MT2A	0.07	0.04	0.41	0.22	0.25	0.14	0.39	0.21	0.55	0.30	0.33	0.18	0.05	0.03	0.01	0.01	0.29	0.16	0.43	0.23	0.16	0.09	0.41	0.22	0.43	0.24	0.89	0.48	0.63	0.34	0.04	0.02	0.48	0.26	0.18	0.10	0.26	0.14	0.25	0.13	0.29	0.16	0.20	0.11	0.20	0.11	0.01	0.01	0.02	0.01
PHPT1	0.01	0.01	0.05	0.02	0.05	0.02	0.05	0.02	0.07	0.03	0.04	0.02	0.00	0.00	0.00	0.00	0.04	0.02	0.05	0.02	0.03	0.02	0.04	0.02	0.03	0.01	0.04	0.02	0.05	0.02	0.03	0.02	0.03	0.01	0.01	0.01	0.03	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.01	0.00
MFNG	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01
SYNGR2	0.10	0.03	0.01	0.00	0.12	0.04	0.11	0.03	0.02	0.01	0.08	0.02	0.02	0.01	0.02	0.01	0.08	0.02	0.12	0.04	0.15	0.05	0.13	0.04	0.10	0.03	0.05	0.02	0.04	0.01	0.05	0.02	0.05	0.02	0.03	0.01	0.06	0.02	0.07	0.02	0.05	0.01	0.03	0.01	0.02	0.01	0.01	0.00	0.05	0.02
AKNA	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.02	0.02	0.03	0.02	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.02	0.05	0.04	0.02	0.02	0.01	0.01
OAS1	0.02	0.01	0.02	0.01	0.01	0.00	0.03	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.05	0.02	0.05	0.02	0.01	0.00	0.01	0.00	0.01	0.00	0.07	0.02	0.01	0.00	0.02	0.01	0.03	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
CSF2RB	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.05	0.02	0.05	0.02	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.02	0.03	0.01
HEXA	0.01	0.00	0.03	0.01	0.02	0.01	0.04	0.01	0.03	0.01	0.02	0.01	0.01	0.00	0.05	0.02	0.01	0.00	0.01	0.00	0.02	0.01	0.05	0.02	0.02	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.05	0.02
TPSB2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ARHGAP25	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.01
IKZF1	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.00	0.00	0.03	0.02
SP100	0.07	0.03	0.03	0.01	0.02	0.01	0.04	0.02	0.03	0.01	0.04	0.02	0.09	0.04	0.10	0.04	0.02	0.01	0.02	0.01	0.03	0.01	0.04	0.02	0.04	0.02	0.02	0.01	0.03	0.01	0.01	0.01	0.08	0.04	0.04	0.02	0.05	0.02	0.06	0.02	0.06	0.02	0.05	0.02	0.04	0.02	0.05	0.02	0.06	0.03
PLA2G7	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LAG3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.05	0.03	0.01	0.00	0.03	0.02	0.02	0.01	0.05	0.03	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00
GSDMD	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.03	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.01	0.01	0.00	0.02	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01
PDE4DIP	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IFNGR1	0.01	0.00	0.02	0.00	0.01	0.00	0.03	0.01	0.01	0.00	0.03	0.00	0.07	0.01	0.11	0.02	0.02	0.00	0.02	0.00	0.03	0.00	0.03	0.01	0.03	0.01	0.02	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.05	0.01	0.04	0.01
TP53I13	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BIN2	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.03	0.02	0.03	0.02	0.04	0.02
CALHM2	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MORF4L1	0.02	0.01	0.04	0.02	0.03	0.02	0.03	0.02	0.05	0.03	0.04	0.02	0.01	0.01	0.02	0.01	0.03	0.01	0.03	0.02	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.04	0.02	0.01	0.01	0.03	0.02	0.03	0.01	0.03	0.02	0.03	0.02	0.03	0.01	0.03	0.01	0.03	0.02	0.01	0.01	0.02	0.01
GADD45GIP1	0.02	0.01	0.02	0.01	0.04	0.02	0.03	0.02	0.04	0.02	0.03	0.02	0.00	0.00	0.00	0.00	0.03	0.01	0.03	0.02	0.02	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00
FLOT1	0.00	0.00	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.04	0.03	0.07	0.05	0.02	0.01	0.03	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.02	0.02	0.03	0.03
WDFY1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
RPSA	0.37	0.22	0.25	0.14	0.26	0.15	0.29	0.17	0.27	0.16	0.23	0.13	0.01	0.00	0.02	0.01	0.34	0.20	0.28	0.16	0.32	0.18	0.20	0.12	0.26	0.15	0.27	0.16	0.24	0.14	0.16	0.09	0.34	0.20	0.35	0.20	0.33	0.19	0.30	0.17	0.31	0.18	0.32	0.18	0.28	0.16	0.00	0.00	0.12	0.07
UBTF	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NDUFB8	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01
PLD4	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NADK	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.04	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.04	0.01
PGAM1	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.04	0.02	0.02	0.01	0.01	0.02	0.03	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.01	0.03	0.03	0.01	0.01	0.02	0.03	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.03
TMEM8A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
P2RY6	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SUN2	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.03	0.01
